bn_name,bn_id,loc_name,creator_type,title,date,year_n,place,publisher,names_n,names,bn_pos,record_id,lccnID
Joan Wake,Q798,"Wake, Joan",editor,"A copy of papers relating to musters, beacons, subsidies, etc., in the county of Northampton, 1586-1623",1926,1926,Kettering Eng.,"Printed for the Northamptonshire record society by T. B. Hart, limited",2,"Wake, Joan || Morris, John Edward",1,Q798_003,28013874
Joan Wake,Q798,"Wake, Joan",editor,"The Montagu Musters book, A. D. 1602-1623",1935,1935,Peterborough,,3,"Montagu, Edward Montagu || Wake, Joan || Longden, Henry Isham",2,Q798_004,35007431
Joan Wake,Q798,"Wake, Joan",author,Northampton vindicated,1935,1935,Northampton Eng.,Joan Wake,1,"Wake, Joan",1,Q798_009,37003991
Joan Wake,Q798,"Wake, Joan",author,"A Northamptonshire rector; the life of Henry Isham Longden, scholar, sportsman, priest, 1859-1942",1943,1943,Northampton,Archer & Goodman,1,"Wake, Joan",1,Q798_010,44028596
Joan Wake,Q798,"Wake, Joan",author,The Brudenells of Deene,1953,1953,London,Cassell,1,"Wake, Joan",1,Q798_006,a 54001368
Mary Adelaide Walker,Q1076,"Walker, Mary A.",author,Through Macedonia to the Albanian lakes,1864,1864,London,Chapman & Hall,1,"Walker, Mary A.",1,Q1076_004,05008198
Mary Adelaide Walker,Q1076,"Walker, Mary A.",author,Eastern life and scenery,1886,1886,London,Chapman & Hall,1,"Walker, Mary A.",1,Q1076_002,05007219
Mary Adelaide Walker,Q1076,"Walker, Mary A.",author,Untrodden paths in Roumania,1888,1888,London,"Chapman and Hall, limited",1,"Walker, Mary A.",1,Q1076_005,05007270
Mary Adelaide Walker,Q1076,"Walker, Mary A.",author,Old tracks and new landmarks,1897,1897,n.p.,,1,"Walker, Mary A.",1,Q1076_003,unk82077295
Harriet Loyd Lindsay,Q779,"Wantage, Harriet Sarah Loyd-Lindsay",author,A catalogue of pictures forming the collection of Lord and Lady Wantage,1905,1905,London,G. Bell & sons,7,"Wantage, Robert James Loyd-Lindsay || Wantage, Harriet Sarah Loyd-Lindsay || Overstone, Samuel Jones Loyd || Temple, A. G. || Benson, Robert || Strong, S. Arthur || Redford, George",2,Q779_004,10027285
Harriet Loyd Lindsay,Q779,"Wantage, Harriet Sarah Loyd-Lindsay",author,"Catalogue of porcelain, furniture and other works of art in the collection of lady Wantage",1912,1912,Enfield,W. H. Fairbairns,3,"Wantage, Harriet Sarah Loyd-Lindsay || Hobson, R. L. || Brackett, Oliver",1,Q779_003,44012568
Harriet Loyd Lindsay,Q779,"Wantage, Harriet Sarah Loyd-Lindsay",author,Indian drawings; thirty Mogul paintings of the school of Jahāngīr (17th century) and four panels of calligraphy in the Wantage bequest,1922,1922,London,Printed under the authority of H. M. Stationery off.,2,"Clarke, C. Stanley || Wantage, Harriet Sarah Loyd-Lindsay",2,Q779_002,23017029
Mary Ussher,Q2229,"Warburton, Mary Cecil",editor,"Eighteen years in the Khyber, 1879-1898",1900,1900,London,J. Murray,2,"Warburton, Robert || Warburton, Mary Cecil",2,Q2229_010,05010968
Agnes Grace Weld,Q1081,"Weld, Agnes Grace",author,Glimpses of Tennyson and of some of his relations and friends,1902,1902,London,Williams & Norgate,3,"Weld, Agnes Grace || Tennyson, Maud || Tennyson, Bertram",1,Q1081_001,03005273
Enid Welsford,Q3581,"Welsford, Enid",author,"The seagulls, and other poems",1904,1904,New York and London,G. P. Putnam's sons,1,"Welsford, Enid",1,Q3581_008,04016417
Enid Welsford,Q3581,"Welsford, Enid",author,The court masque; a study in the relationship between poetry & the revels,1927,1927,Cambridge Eng.,The University press,1,"Welsford, Enid",1,Q3581_002,28004792
Enid Welsford,Q3581,"Welsford, Enid",author,The fool; his social and literary history,1935,1935,London,Faber and Faber,1,"Welsford, Enid",1,Q3581_005,36002198
Alice Werner,Q1084,"Werner, A.",author,"Patentgesetzgebung: Sammlung der wichtigeren Patentgesetze, Ausführungsvorschriften, Verordnungen u. s.. w. welche gegenwärtig in Geltung stehen",1879-1904,1879,Berlin,C. Heymann,3,"Gareis, Karl || Werner, A. || Osterrieth, Albert",2,Q1084_019,48039506
Alice Werner,Q1084,"Werner, A.",editor,Jean de La Taille und sein Saül le furieux,1908,1908,Leipzig,A. Deichert,2,"La Taille, Jean de || Werner, A.",2,Q1084_055,08022524
Alice Werner,Q1084,"Werner, A.",translator,Schnellaufende Verbrennungs-maschinen,1926,1926,Berlin,J. Springer,3,"Ricardo, Harry Ralph || Werner, A. || Friedmann, Paul",2,Q1084_079,49058058
Alice Werner,Q1084,"Werner, A.",author,Mass in C for two voices (with tenor and bass ad lib.),1926,1926,Boston,"Oliver Dutson Co., etc.",1,"Werner, A.",1,Q1084_089,unk84133658
Alice Werner,Q1084,"Werner, A.",translator,Schnellaufende verbrennungsmotoren,1932,1932,Berlin,J. Springer,3,"Ricardo, Harry Ralph || Werner, A. || Friedmann, Paul",2,Q1084_080,46038164
Alice Werner,Q1084,"Werner, Alice",author,A time and times; ballads and lyrics of East and West,1886,1886,London,T. F. Unwin,1,"Werner, Alice",1,Q1084_102,22011742
Alice Werner,Q1084,"Werner, Alice",translator,Autobiography of Giuseppe Garibaldi,1889,1889,London,W. Smith and Innes,2,"Garibaldi, Giuseppe || Werner, Alice",2,Q1084_036,04032874
Alice Werner,Q1084,"Werner, Alice",editor,The humour of Italy,1893,1893,London,Charles Scribner's Sons,1,"Werner, Alice",1,Q1084_009,2012656435
Alice Werner,Q1084,"Werner, Alice",author,The natives of British Central Africa,1906,1906,London,"A. Constable and Company, ltd.",1,"Werner, Alice",1,Q1084_100,07029139
Alice Werner,Q1084,"Werner, Alice",author,Language and folklore in West Africa,1906,1906,London?,,1,"Werner, Alice",1,Q1084_093,43043411
Alice Werner,Q1084,"Werner, Alice",author,"Jamaican song and story: Annancy stories, digging sings, ring tunes, and dancing tunes",1907,1907,London,Pub. for the Folk-lore Society by D. Nutt,4,"Jekyll, Walter || Werner, Alice || Myers, Charles S. || Broadwood, Lucy Etheldred",2,Q1084_048,07023639
Alice Werner,Q1084,"Werner, Alice",author,Native life in East Africa; the results of an ethnological research expedition,1909,1909,London,"Sir I. Pitman & sons, ltd.",2,"Weule, Karl || Werner, Alice",2,Q1084_104,09031469
Alice Werner,Q1084,"Werner, Alice",translator,An introduction to the study of African languages,1915,1915,London,E.P. Dutton,3,"Meinhof, Carl || Werner, Alice || Struck, Bernhard",2,Q1084_068,15016772
Alice Werner,Q1084,"Werner, Alice",author,The language-families of Africa,1915,1915,London,,1,"Werner, Alice",1,Q1084_095,unk82054375
Alice Werner,Q1084,"Werner, Alice",author,Introductory sketch of the Bantu languages,1919,1919,London,"K. Paul, Trench, Trubner & co., ltd.",1,"Werner, Alice",1,Q1084_092,20007678
Alice Werner,Q1084,"Werner, Alice",author,Armenian [mythology],1925,1925,Boston,Archaeological Institute of America : Marshall Jones Company,2,"Ananikian, Mardiros Harootioon || Werner, Alice",2,Q1084_027,25019195
Alice Werner,Q1084,"Werner, Alice",author,Structure and relationship of African languages,1930,1930,London,"Longmans, Green and co.",1,"Werner, Alice",1,Q1084_101,31016601
Alice Werner,Q1084,"Werner, Alice",translator,Introduction to the phonology of the Bantu languages,1932,1932,Berlin,D. Reimer/E. Vohsen,3,"Meinhof, Carl || Van Warmelo, N. J. || Werner, Alice",3,Q1084_067,33035449
Alice Werner,Q1084,"Werner, Alice",author,African stories,1932,1932,London,Watts & co.,1,"Werner, Alice",1,Q1084_091,34037440
Alice Werner,Q1084,"Werner, Alice",author,The story of Miqdad & Mayasa: from the Swahili-Arabic text,1932,1932,"Medstead, Hampshire England",Azania Press,1,"Werner, Alice",1,Q1084_023,90888872
Alice Werner,Q1084,"Werner, Alice",author,Myths & legends of the Bantu,1933,1933,London etc.,"G. G. Harrap & Co., Ltd.",1,"Werner, Alice",1,Q1084_097,34010054
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,Parzival: a knightly epic,1894,1894,London,D. Nutt,2,"Wolfram || Weston, Jessie L.",2,Q1085_052,03007981
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,The legend of Sir Gawain,1897,1897,,,1,"Weston, Jessie L.",1,Q1085_026,01019097
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,King Arthur and his knights: a survey of Arthurian romance,1899,1899,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_025,01019096
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",translator,The story of Tristan & Iseult,1899,1899,London,D. Nutt,4,"Gottfried von Strassburg || Thomas Anglo-Norman poet || Weston, Jessie L. || Heinrich von Freiberg, fl 1300.",3,Q1085_012,03001449
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",translator,"Sir Gawain and the Green Knight, a Middle-English Arthurian romance retold in modern prose",1900,1900,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_008,03001448
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",translator,"Guingamor, Lanval, Tyolet, Bisclaveret",1900,1900,London,D. Nutt,2,"Marie || Weston, Jessie L.",2,Q1085_015,03001450
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,The legends of the Wagner drama,1900,1900,New York,Charles Scribner's sons,1,"Weston, Jessie L.",1,Q1085_032,unk84111123
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,The romance cycle of Charlemagne and his peers,1901,1901,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_041,01025187
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",translator,Morien; a metrical romance rendered into English prose from the mediæval Dutch,1901,1901,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_004,03002041
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,"The legend of Sir Lancelot du Lac; studies upon its origin, development, and position in the Arthurian romantic cycle",1901,1901,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_028,04004568
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",translator,Sir Cleges. Sir Libeaus Desconus,1902,1902,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_007,03001451
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,Sir Gawain at the Grail castle,1903,1903,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_048,05019413
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,"The legend of Sir Perceval; studies upon its origin, development, and position in the Arthurian cycle",1906-09,1906,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_030,06032371
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,Sir Gawain and the Lady of Lys,1907,1907,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_046,08013712
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,"Romance, vision & satire",1912,1912,Boston and New York,Houghton Mifflin company,1,"Weston, Jessie L.",1,Q1085_043,12024640
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,The quest of the Holy Grail,1913,1913,London,G. Bell & sons ltd.,1,"Weston, Jessie L.",1,Q1085_037,14014427
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",editor,The chief Middle English poets,1914,1914,Boston,Houghton Mifflin Company,1,"Weston, Jessie L.",1,Q1085_002,14003087
Jessie Laidlay Weston,Q1085,"Weston, Jessie L.",author,Germany's crime against France,1915,1915,London,D. Nutt,1,"Weston, Jessie L.",1,Q1085_023,15016417
Tessa Verney Wheeler,Q145,"Wheeler, Tessa Verney",author,The Roman amphitheatre at Caerleon,1931,1931,London,H. M. Stationery off.,2,"Wheeler, Mortimer || Wheeler, Tessa Verney",2,Q145_001,33017610
Tessa Verney Wheeler,Q145,"Wheeler, Tessa Verney",author,"The Roman amphitheatre, Caerleon, Monmouthshire",1943,1943,London,H. M. Stationery off.,2,"Wheeler, Mortimer || Wheeler, Tessa Verney",2,Q145_002,45014082
Albina Lucy Cust Wherry,Q1088,"Wherry, Albinia Lucy Cust",author,Greek sculpture with story and song,1898,1898,London,J.M. Dent & co.,1,"Wherry, Albinia Lucy Cust",1,Q1088_008,03027420
Albina Lucy Cust Wherry,Q1088,"Wherry, Albinia Lucy Cust",author,Stories of the Tuscan artists,1901,1901,London,E.P. Dutton & co.,1,"Wherry, Albinia Lucy Cust",1,Q1088_006,02014143
Albina Lucy Cust Wherry,Q1088,"Wherry, Albinia Lucy Cust",author,Turner,1903,1903,London,G. Bell & sons,1,"Wherry, Albinia Lucy Cust",1,Q1088_009,04007322
Albina Lucy Cust Wherry,Q1088,"Wherry, Albinia Lucy Cust",author,Daniel Defoe,1905,1905,London,G. Bell & sons,1,"Wherry, Albinia Lucy Cust",1,Q1088_010,09023530
Albina Lucy Cust Wherry,Q1088,"Wherry, Albinia Lucy Cust",author,Chronicles of Erthig on the Dyke,1914,1914,London,"John Lane company; etc.,etc.",1,"Wherry, Albinia Lucy Cust",1,Q1088_001,14017237
Albina Lucy Cust Wherry,Q1088,"Wherry, Albinia Lucy Cust",author,The Albinia book,1929,1929,London,M. Hughes and Clarke,1,"Wherry, Albinia Lucy Cust",1,Q1088_007,65058575
Margaret Dickens Whinney,Q805,"Whinney, Margaret Dickens",author,The interrelation of the fine arts in England in the early middle ages,1930,1930,London,"E. Benn, limited",1,"Whinney, Margaret Dickens",1,Q805_009,31015084
Margaret Dickens Whinney,Q805,"Whinney, Margaret Dickens",author,Grinling Gibbons in Cambridge,1948,1948,Cambridge England,University Press,2,"Whinney, Margaret Dickens || Leigh, Edward",1,Q805_007,82461082
Margaret Dickens Whinney,Q805,"Whinney, Margaret Dickens",editor,The nation's pictures,1950,1950,London,Chatto and Windus,2,"Blunt, Anthony || Whinney, Margaret Dickens",2,Q805_001,52000257
Beatrice Mary Irene White,Q1709,"White, Beatrice",editor,The eclogues of Alexander Barclay from the original edition by John Cawood,1928,1928,London,"Pub. for the Early English Society by H. Milford, Oxford University Press",4,"Barclay, Alexander || Pius || Baptista || White, Beatrice",4,Q1709_002,29010787
Beatrice Mary Irene White,Q1709,"White, Beatrice",author,The Dance of death,1931,1931,London,"Published for the Early English Text Society by H. Milford, Oxford University Press",3,"Lydgate, John || Warren, Florence || White, Beatrice",3,Q1709_001,31013082
Beatrice Mary Irene White,Q1709,"White, Beatrice",editor,"A dialogue concerning witches and witchcraftes, 1593",1931,1931,London,"Pub. for the Shakespeare association by H. Milford, Oxford university press",2,"Gifford, George || White, Beatrice",2,Q1709_003,32023213
Beatrice Mary Irene White,Q1709,"White, Beatrice",author,The Vulgaria of John Stanbridge. and the Vulgaria of Robert Whittinton,1932,1932,London,"Kegan Paul, Trench, Trübner for the Early English Text Society",2,"Stanbridge, John || White, Beatrice",2,Q1709_004,33006658
Beatrice Mary Irene White,Q1709,"White, Beatrice",author,Royal nonesuch: a Tudor tapestry,1933,1933,London,J. Cape,1,"White, Beatrice",1,Q1709_019,34030058
Beatrice Mary Irene White,Q1709,"White, Beatrice",author,An index,1934,1934,London,"Printed for the Shakespear association at the Oxford university press, by J. Johnson",2,"White, Beatrice || Chambers, E. K.",1,Q1709_009,35000631
Beatrice Mary Irene White,Q1709,"White, Beatrice",author,"An index, compiled by Beatrice White, to ""The Elizabethan stage"" and ""William Shakespeare: a study of facts and problems""",1934,1934,Oxford,The Clarendon press,2,"White, Beatrice || Chambers, E. K.",1,Q1709_010,35017832
Beatrice Mary Irene White,Q1709,"White, Beatrice",author,Mary Tudor,1935,1935,London,Macmillan & co. ltd.,1,"White, Beatrice",1,Q1709_013,unk82065439
Beatrice Mary Irene White,Q1709,"White, Beatrice",author,Mary Coleridge: an appreciation,1946,1946,Oxford,,1,"White, Beatrice",1,Q1709_012,a 48000826
Dorothy Whitelock,Q793,"Whitelock, Dorothy",editor,Anglo-Saxon wills,1930,1930,Cambridge Eng.,University Press,2,"Whitelock, Dorothy || Hazeltine, Harold D.",1,Q793_023,30016117
Dorothy Whitelock,Q793,"Whitelock, Dorothy",editor,Sermo Lupi ad Anglos,1939,1939,London,"Methuen & co., ltd.",2,"Wulfstan || Whitelock, Dorothy",2,Q793_026,39030582
Dorothy Whitelock,Q793,"Whitelock, Dorothy",author,The audience of Beowulf,1951,1951,Oxford,Clarendon Press,1,"Whitelock, Dorothy",1,Q793_013,51006428
Dorothy Whitelock,Q793,"Whitelock, Dorothy",author,The beginnings of English society,1952,1952,"Harmondsworth, Eng.",Penguin Books,1,"Whitelock, Dorothy",1,Q793_014,66046212
Dorothy Whitelock,Q793,"Whitelock, Dorothy",author,The Peterborough chronicle (the Bodleian manuscript Laud misc. 636),1954,1954,Copenhagen,Rosenkilde and Bagger,1,"Whitelock, Dorothy",1,Q793_006,55003039
Margaret Whitley,Q1121,"Whitley, Margaret",author,Women's work,1894,1894,London,Methuen & co.,3,"Bulley, Agnes Amy || Whitley, Margaret || Dilke, Emilia Francis Strong",2,Q1121_001,11021210
Ethel Carleton Williams,Q1448,"Williams, Ethel Carleton",author,Companion into Oxfordshire,1951,1951,London,Methuen,1,"Williams, Ethel Carleton",1,Q1448_003,51008526
Jane Williams,Q1093,"Williams, Jane",editor,"The autobiography of Elizabeth Davis, a Balaclava nurse",1857,1857,London,Hurst and Blackett,2,"Davis, Elizabeth Cadwaladyr || Williams, Jane",2,Q1093_015,04024744
Jane Williams,Q1093,"Williams, Jane",author,The literary women of England,1861,1861,London,"Saunders, Otley, and co.",1,"Williams, Jane",1,Q1093_028,12007149
Jane Williams,Q1093,"Williams, Jane",author,Celtic fables,1862,1862,London,Printed by T. Brettell,1,"Williams, Jane",1,Q1093_026,16018821
Jane Williams,Q1093,"Williams, Jane",author,"A history of Wales, derived from authentic sources",1869,1869,London,"Longmans, Green, and co.",1,"Williams, Jane",1,Q1093_027,03017067
Ellen Ann Willmott,Q553,"Willmott, E. A.",author,The genus rosa,1914,1914,London,J. Murray,2,"Willmott, E. A. || Parsons, Alfred",1,Q553_003,agr11001915
Ellen Ann Willmott,Q553,"Willmott, E. A.",author,Catalogue of valuable books and manuscripts on botany,1935,1935,London,Printed by Kitchen & Barratt ltd.,1,"Willmott, E. A.",1,Q553_002,40016504
Charlotte Mary Wilson,Q1094,"Wilson, Charlotte M.",author,Anarchism and outrage,1909,1909,London,"Freedom Office, 127 Ossulston Street, N.W.",1,"Wilson, Charlotte M.",1,Q1094_001,2014660502
Margaret Envys Wood,Q1112,"Wood, Margaret",author,A poets youth,1923,1923,,,1,"Wood, Margaret",1,Q1112_039,unk82084266
Margaret Envys Wood,Q1112,"Wood, Margaret",author,Should she tell?,1933,1933,,,1,"Wood, Margaret",1,Q1112_041,unk83002788
Margaret Envys Wood,Q1112,"Wood, Margaret",author,Root of all evil; a play in one act,1939,1939,"Boston, Mass.",The Baker international play bureau,1,"Wood, Margaret",1,Q1112_040,39017698
Margaret E. Woodward,Q1096,"Woodward, M. E.",author,"A vocabulary of English-Chinyanja and Chinyanja-English as spoken at Likoma, lake Nyasa",1895,1895,London,Society for promoting Christian knowledge,1,"Woodward, M. E.",1,Q1096_004,44016978
